,Env,Contribution,Region
SRR5602154,Senior,0.88,Jiangsu
SRR5602154,Senior,0.89,Jiangsu
SRR5602154,Senior,0.84,Jiangsu
SRR5602154,Senior,0.78,Jiangsu
SRR5602154,Senior,0.92,Jiangsu
SRR5602154,Senior,0.83,Jiangsu
SRR5602154,Senior,0.86,Jiangsu
SRR5602154,Senior,0.82,Jiangsu
SRR5602154,Senior,0.87,Jiangsu
SRR5602154,Young,0.21,Jiangsu
SRR5602154,Young,0.18,Jiangsu
SRR5602154,Young,0.21,Jiangsu
SRR5602154,Young,0.14,Jiangsu
SRR5602154,Young,0.17,Jiangsu
SRR5602154,Young,0.09,Jiangsu
SRR5602154,Young,0.12,Jiangsu
SRR5602154,Young,0.2,Jiangsu
SRR5602154,Young,0.1,Jiangsu
SRR5602154,Young,0.12,Jiangsu
SRR5602154,Young,0.12,Jiangsu
SRR5602154,Young,0.11,Jiangsu
SRR5602154,Young,0.16,Jiangsu
SRR5602154,Young,0.22,Jiangsu
SRR5602154,Young,0.08,Jiangsu
SRR5602154,Young,0.17,Jiangsu
SRR5602154,Young,0.14,Jiangsu
SRR5602154,Young,0.18,Jiangsu
SRR5602154,Young,0.13,Jiangsu
SRR5602157,Senior,0.57,Jiangsu
SRR5602157,Senior,0.56,Jiangsu
SRR5602157,Senior,0.61,Jiangsu
SRR5602157,Senior,0.54,Jiangsu
SRR5602157,Senior,0.47,Jiangsu
SRR5602157,Senior,0.66,Jiangsu
SRR5602157,Senior,0.53,Jiangsu
SRR5602157,Senior,0.61,Jiangsu
SRR5602157,Senior,0.68,Jiangsu
SRR5602157,Senior,0.6,Jiangsu
SRR5602157,Senior,0.56,Jiangsu
SRR5602157,Senior,0.56,Jiangsu
SRR5602157,Senior,0.64,Jiangsu
SRR5602157,Young,0.43,Jiangsu
SRR5602157,Young,0.44,Jiangsu
SRR5602157,Young,0.39,Jiangsu
SRR5602157,Young,0.46,Jiangsu
SRR5602157,Young,0.53,Jiangsu
SRR5602157,Young,0.34,Jiangsu
SRR5602157,Young,0.47,Jiangsu
SRR5602157,Young,0.39,Jiangsu
SRR5602157,Young,0.32,Jiangsu
SRR5602157,Young,0.4,Jiangsu
SRR5602157,Young,0.44,Jiangsu
SRR5602157,Young,0.44,Jiangsu
SRR5602157,Young,0.36,Jiangsu
SRR5602158,Senior,0.69,Jiangsu
SRR5602158,Senior,0.74,Jiangsu
SRR5602158,Senior,0.79,Jiangsu
SRR5602158,Senior,0.72,Jiangsu
SRR5602158,Senior,0.74,Jiangsu
SRR5602158,Senior,0.8,Jiangsu
SRR5602158,Senior,0.72,Jiangsu
SRR5602158,Senior,0.72,Jiangsu
SRR5602158,Senior,0.76,Jiangsu
SRR5602158,Senior,0.73,Jiangsu
SRR5602158,Senior,0.72,Jiangsu
SRR5602158,Senior,0.85,Jiangsu
SRR5602158,Senior,0.67,Jiangsu
SRR5602158,Senior,0.84,Jiangsu
SRR5602158,Senior,0.86,Jiangsu
SRR5602158,Senior,0.72,Jiangsu
SRR5602158,Senior,0.79,Jiangsu
SRR5602158,Senior,0.87,Jiangsu
SRR5602158,Young,0.31,Jiangsu
SRR5602158,Young,0.26,Jiangsu
SRR5602158,Young,0.21,Jiangsu
SRR5602158,Young,0.28,Jiangsu
SRR5602158,Young,0.26,Jiangsu
SRR5602158,Young,0.2,Jiangsu
SRR5602158,Young,0.28,Jiangsu
SRR5602158,Young,0.28,Jiangsu
SRR5602158,Young,0.24,Jiangsu
SRR5602158,Young,0.27,Jiangsu
SRR5602158,Young,0.28,Jiangsu
SRR5602158,Young,0.15,Jiangsu
SRR5602158,Young,0.33,Jiangsu
SRR5602158,Young,0.16,Jiangsu
SRR5602158,Young,0.14,Jiangsu
SRR5602158,Young,0.28,Jiangsu
SRR5602158,Young,0.21,Jiangsu
SRR5602158,Young,0.13,Jiangsu
SRR5602165,Senior,0.4,Jiangsu
SRR5602165,Senior,0.35,Jiangsu
SRR5602165,Senior,0.29,Jiangsu
SRR5602165,Senior,0.31,Jiangsu
SRR5602165,Senior,0.36,Jiangsu
SRR5602165,Senior,0.37,Jiangsu
SRR5602165,Senior,0.39,Jiangsu
SRR5602165,Senior,0.33,Jiangsu
SRR5602165,Senior,0.33,Jiangsu
SRR5602165,Senior,0.35,Jiangsu
SRR5602165,Senior,0.26,Jiangsu
SRR5602165,Senior,0.36,Jiangsu
SRR5602165,Senior,0.4,Jiangsu
SRR5602165,Senior,0.41,Jiangsu
SRR5602165,Senior,0.27,Jiangsu
SRR5602165,Young,0.6,Jiangsu
SRR5602165,Young,0.65,Jiangsu
SRR5602165,Young,0.71,Jiangsu
SRR5602165,Young,0.69,Jiangsu
SRR5602165,Young,0.64,Jiangsu
SRR5602165,Young,0.63,Jiangsu
SRR5602165,Young,0.61,Jiangsu
SRR5602165,Young,0.67,Jiangsu
SRR5602165,Young,0.67,Jiangsu
SRR5602165,Young,0.65,Jiangsu
SRR5602165,Young,0.74,Jiangsu
SRR5602165,Young,0.64,Jiangsu
SRR5602165,Young,0.6,Jiangsu
SRR5602165,Young,0.59,Jiangsu
SRR5602165,Young,0.73,Jiangsu
SRR5602166,Senior,0.65,Jiangsu
SRR5602166,Senior,0.67,Jiangsu
SRR5602166,Senior,0.75,Jiangsu
SRR5602166,Senior,0.72,Jiangsu
SRR5602166,Senior,0.74,Jiangsu
SRR5602166,Senior,0.69,Jiangsu
SRR5602166,Senior,0.69,Jiangsu
SRR5602166,Senior,0.72,Jiangsu
SRR5602166,Senior,0.67,Jiangsu
SRR5602166,Senior,0.76,Jiangsu
SRR5602166,Senior,0.86,Jiangsu
SRR5602166,Senior,0.73,Jiangsu
SRR5602166,Senior,0.8,Jiangsu
SRR5602166,Senior,0.65,Jiangsu
SRR5602166,Senior,0.76,Jiangsu
SRR5602166,Senior,0.69,Jiangsu
SRR5602166,Senior,0.74,Jiangsu
SRR5602166,Senior,0.67,Jiangsu
SRR5602166,Senior,0.75,Jiangsu
SRR5602166,Senior,0.7,Jiangsu
SRR5602166,Senior,0.76,Jiangsu
SRR5602166,Senior,0.73,Jiangsu
SRR5602166,Senior,0.77,Jiangsu
SRR5602166,Young,0.35,Jiangsu
SRR5602166,Young,0.33,Jiangsu
SRR5602166,Young,0.25,Jiangsu
SRR5602166,Young,0.28,Jiangsu
SRR5602166,Young,0.26,Jiangsu
SRR5602166,Young,0.31,Jiangsu
SRR5602166,Young,0.31,Jiangsu
SRR5602166,Young,0.28,Jiangsu
SRR5602166,Young,0.33,Jiangsu
SRR5602166,Young,0.24,Jiangsu
SRR5602166,Young,0.14,Jiangsu
SRR5602166,Young,0.27,Jiangsu
SRR5602166,Young,0.2,Jiangsu
SRR5602166,Young,0.35,Jiangsu
SRR5602166,Young,0.24,Jiangsu
SRR5602166,Young,0.31,Jiangsu
SRR5602166,Young,0.26,Jiangsu
SRR5602166,Young,0.33,Jiangsu
SRR5602166,Young,0.25,Jiangsu
SRR5602166,Young,0.3,Jiangsu
SRR5602166,Young,0.24,Jiangsu
SRR5602166,Young,0.27,Jiangsu
SRR5602166,Young,0.23,Jiangsu
SRR5602167,Senior,0.8,Jiangsu
SRR5602167,Senior,0.84,Jiangsu
SRR5602167,Senior,0.81,Jiangsu
SRR5602167,Senior,0.91,Jiangsu
SRR5602167,Senior,0.82,Jiangsu
SRR5602167,Senior,0.84,Jiangsu
SRR5602167,Senior,0.82,Jiangsu
SRR5602167,Senior,0.85,Jiangsu
SRR5602167,Senior,0.9,Jiangsu
SRR5602167,Senior,0.87,Jiangsu
SRR5602167,Senior,0.88,Jiangsu
SRR5602167,Senior,0.82,Jiangsu
SRR5602167,Senior,0.89,Jiangsu
SRR5602167,Senior,0.82,Jiangsu
SRR5602167,Senior,0.84,Jiangsu
SRR5602167,Senior,0.81,Jiangsu
SRR5602167,Young,0.2,Jiangsu
SRR5602167,Young,0.16,Jiangsu
SRR5602167,Young,0.19,Jiangsu
SRR5602167,Young,0.09,Jiangsu
SRR5602167,Young,0.18,Jiangsu
SRR5602167,Young,0.16,Jiangsu
SRR5602167,Young,0.18,Jiangsu
SRR5602167,Young,0.15,Jiangsu
SRR5602167,Young,0.1,Jiangsu
SRR5602167,Young,0.13,Jiangsu
SRR5602167,Young,0.12,Jiangsu
SRR5602167,Young,0.18,Jiangsu
SRR5602167,Young,0.11,Jiangsu
SRR5602167,Young,0.18,Jiangsu
SRR5602167,Young,0.16,Jiangsu
SRR5602167,Young,0.19,Jiangsu
SRR5602169,Senior,0.79,Jiangsu
SRR5602169,Senior,0.87,Jiangsu
SRR5602169,Senior,0.82,Jiangsu
SRR5602169,Senior,0.77,Jiangsu
SRR5602169,Senior,0.77,Jiangsu
SRR5602169,Senior,0.75,Jiangsu
SRR5602169,Senior,0.87,Jiangsu
SRR5602169,Senior,0.81,Jiangsu
SRR5602169,Senior,0.81,Jiangsu
SRR5602169,Senior,0.7,Jiangsu
SRR5602169,Senior,0.76,Jiangsu
SRR5602169,Senior,0.81,Jiangsu
SRR5602169,Senior,0.83,Jiangsu
SRR5602169,Senior,0.73,Jiangsu
SRR5602169,Senior,0.75,Jiangsu
SRR5602169,Senior,0.74,Jiangsu
SRR5602169,Senior,0.82,Jiangsu
SRR5602169,Senior,0.74,Jiangsu
SRR5602169,Senior,0.82,Jiangsu
SRR5602169,Young,0.21,Jiangsu
SRR5602169,Young,0.13,Jiangsu
SRR5602169,Young,0.18,Jiangsu
SRR5602169,Young,0.23,Jiangsu
SRR5602169,Young,0.23,Jiangsu
SRR5602169,Young,0.25,Jiangsu
SRR5602169,Young,0.13,Jiangsu
SRR5602169,Young,0.19,Jiangsu
SRR5602169,Young,0.19,Jiangsu
SRR5602169,Young,0.3,Jiangsu
SRR5602169,Young,0.24,Jiangsu
SRR5602169,Young,0.19,Jiangsu
SRR5602169,Young,0.17,Jiangsu
SRR5602169,Young,0.27,Jiangsu
SRR5602169,Young,0.25,Jiangsu
SRR5602169,Young,0.26,Jiangsu
SRR5602169,Young,0.18,Jiangsu
SRR5602169,Young,0.26,Jiangsu
SRR5602169,Young,0.18,Jiangsu
SRR5602170,Senior,0.74,Jiangsu
SRR5602170,Senior,0.76,Jiangsu
SRR5602170,Senior,0.75,Jiangsu
SRR5602170,Senior,0.78,Jiangsu
SRR5602170,Senior,0.73,Jiangsu
SRR5602170,Senior,0.64,Jiangsu
SRR5602170,Senior,0.84,Jiangsu
SRR5602170,Senior,0.82,Jiangsu
SRR5602170,Senior,0.77,Jiangsu
SRR5602170,Senior,0.77,Jiangsu
SRR5602170,Senior,0.75,Jiangsu
SRR5602170,Senior,0.74,Jiangsu
SRR5602170,Senior,0.81,Jiangsu
SRR5602170,Senior,0.81,Jiangsu
SRR5602170,Senior,0.79,Jiangsu
SRR5602170,Senior,0.8,Jiangsu
SRR5602170,Senior,0.71,Jiangsu
SRR5602170,Senior,0.72,Jiangsu
SRR5602170,Young,0.26,Jiangsu
SRR5602170,Young,0.24,Jiangsu
SRR5602170,Young,0.25,Jiangsu
SRR5602170,Young,0.22,Jiangsu
SRR5602170,Young,0.27,Jiangsu
SRR5602170,Young,0.36,Jiangsu
SRR5602170,Young,0.16,Jiangsu
SRR5602170,Young,0.18,Jiangsu
SRR5602170,Young,0.23,Jiangsu
SRR5602170,Young,0.23,Jiangsu
SRR5602170,Young,0.25,Jiangsu
SRR5602170,Young,0.26,Jiangsu
SRR5602170,Young,0.19,Jiangsu
SRR5602170,Young,0.19,Jiangsu
SRR5602170,Young,0.21,Jiangsu
SRR5602170,Young,0.2,Jiangsu
SRR5602170,Young,0.29,Jiangsu
SRR5602170,Young,0.28,Jiangsu
SRR5602171,Senior,0.9,Jiangsu
SRR5602171,Senior,0.82,Jiangsu
SRR5602171,Senior,0.94,Jiangsu
SRR5602171,Senior,0.8,Jiangsu
SRR5602171,Senior,0.87,Jiangsu
SRR5602171,Senior,0.9,Jiangsu
SRR5602171,Senior,0.8,Jiangsu
SRR5602171,Senior,0.89,Jiangsu
SRR5602171,Senior,0.89,Jiangsu
SRR5602171,Senior,0.87,Jiangsu
SRR5602171,Senior,0.85,Jiangsu
SRR5602171,Senior,0.85,Jiangsu
SRR5602171,Senior,0.86,Jiangsu
SRR5602171,Senior,0.83,Jiangsu
SRR5602171,Senior,0.86,Jiangsu
SRR5602171,Senior,0.82,Jiangsu
SRR5602171,Young,0.1,Jiangsu
SRR5602171,Young,0.18,Jiangsu
SRR5602171,Young,0.06,Jiangsu
SRR5602171,Young,0.2,Jiangsu
SRR5602171,Young,0.13,Jiangsu
SRR5602171,Young,0.1,Jiangsu
SRR5602171,Young,0.2,Jiangsu
SRR5602171,Young,0.11,Jiangsu
SRR5602171,Young,0.11,Jiangsu
SRR5602171,Young,0.13,Jiangsu
SRR5602171,Young,0.15,Jiangsu
SRR5602171,Young,0.15,Jiangsu
SRR5602171,Young,0.14,Jiangsu
SRR5602171,Young,0.17,Jiangsu
SRR5602171,Young,0.14,Jiangsu
SRR5602171,Young,0.18,Jiangsu
SRR5602172,Senior,0.8,Jiangsu
SRR5602172,Senior,0.88,Jiangsu
SRR5602172,Senior,0.77,Jiangsu
SRR5602172,Senior,0.76,Jiangsu
SRR5602172,Senior,0.71,Jiangsu
SRR5602172,Senior,0.74,Jiangsu
SRR5602172,Senior,0.72,Jiangsu
SRR5602172,Senior,0.83,Jiangsu
SRR5602172,Senior,0.8,Jiangsu
SRR5602172,Senior,0.76,Jiangsu
SRR5602172,Senior,0.78,Jiangsu
SRR5602172,Senior,0.77,Jiangsu
SRR5602172,Senior,0.82,Jiangsu
SRR5602172,Senior,0.66,Jiangsu
SRR5602172,Senior,0.82,Jiangsu
SRR5602172,Senior,0.77,Jiangsu
SRR5602172,Senior,0.74,Jiangsu
SRR5602172,Senior,0.75,Jiangsu
SRR5602172,Senior,0.69,Jiangsu
SRR5602172,Senior,0.75,Jiangsu
SRR5602172,Senior,0.83,Jiangsu
SRR5602172,Senior,0.69,Jiangsu
SRR5602172,Young,0.2,Jiangsu
SRR5602172,Young,0.12,Jiangsu
SRR5602172,Young,0.23,Jiangsu
SRR5602172,Young,0.24,Jiangsu
SRR5602172,Young,0.29,Jiangsu
SRR5602172,Young,0.26,Jiangsu
SRR5602172,Young,0.28,Jiangsu
SRR5602172,Young,0.17,Jiangsu
SRR5602172,Young,0.2,Jiangsu
SRR5602172,Young,0.24,Jiangsu
SRR5602172,Young,0.22,Jiangsu
SRR5602172,Young,0.23,Jiangsu
SRR5602172,Young,0.18,Jiangsu
SRR5602172,Young,0.34,Jiangsu
SRR5602172,Young,0.18,Jiangsu
SRR5602172,Young,0.23,Jiangsu
SRR5602172,Young,0.26,Jiangsu
SRR5602172,Young,0.25,Jiangsu
SRR5602172,Young,0.31,Jiangsu
SRR5602172,Young,0.25,Jiangsu
SRR5602172,Young,0.17,Jiangsu
SRR5602172,Young,0.31,Jiangsu
SRR5602173,Senior,0.55,Jiangsu
SRR5602173,Senior,0.59,Jiangsu
SRR5602173,Senior,0.53,Jiangsu
SRR5602173,Senior,0.42,Jiangsu
SRR5602173,Senior,0.51,Jiangsu
SRR5602173,Senior,0.56,Jiangsu
SRR5602173,Senior,0.6,Jiangsu
SRR5602173,Senior,0.6,Jiangsu
SRR5602173,Senior,0.58,Jiangsu
SRR5602173,Senior,0.62,Jiangsu
SRR5602173,Senior,0.55,Jiangsu
SRR5602173,Senior,0.53,Jiangsu
SRR5602173,Senior,0.49,Jiangsu
SRR5602173,Senior,0.48,Jiangsu
SRR5602173,Senior,0.53,Jiangsu
SRR5602173,Young,0.45,Jiangsu
SRR5602173,Young,0.41,Jiangsu
SRR5602173,Young,0.47,Jiangsu
SRR5602173,Young,0.58,Jiangsu
SRR5602173,Young,0.49,Jiangsu
SRR5602173,Young,0.44,Jiangsu
SRR5602173,Young,0.4,Jiangsu
SRR5602173,Young,0.4,Jiangsu
SRR5602173,Young,0.42,Jiangsu
SRR5602173,Young,0.38,Jiangsu
SRR5602173,Young,0.45,Jiangsu
SRR5602173,Young,0.47,Jiangsu
SRR5602173,Young,0.51,Jiangsu
SRR5602173,Young,0.52,Jiangsu
SRR5602173,Young,0.47,Jiangsu
SRR5602174,Senior,0.7,Jiangsu
SRR5602174,Senior,0.69,Jiangsu
SRR5602174,Senior,0.73,Jiangsu
SRR5602174,Senior,0.78,Jiangsu
SRR5602174,Senior,0.71,Jiangsu
SRR5602174,Senior,0.79,Jiangsu
SRR5602174,Senior,0.76,Jiangsu
SRR5602174,Senior,0.8,Jiangsu
SRR5602174,Senior,0.8,Jiangsu
SRR5602174,Senior,0.72,Jiangsu
SRR5602174,Senior,0.71,Jiangsu
SRR5602174,Senior,0.74,Jiangsu
SRR5602174,Senior,0.69,Jiangsu
SRR5602174,Senior,0.76,Jiangsu
SRR5602174,Senior,0.71,Jiangsu
SRR5602174,Senior,0.74,Jiangsu
SRR5602174,Senior,0.73,Jiangsu
SRR5602174,Senior,0.69,Jiangsu
SRR5602174,Senior,0.73,Jiangsu
SRR5602174,Senior,0.72,Jiangsu
SRR5602174,Young,0.3,Jiangsu
SRR5602174,Young,0.31,Jiangsu
SRR5602174,Young,0.27,Jiangsu
SRR5602174,Young,0.22,Jiangsu
SRR5602174,Young,0.29,Jiangsu
SRR5602174,Young,0.21,Jiangsu
SRR5602174,Young,0.24,Jiangsu
SRR5602174,Young,0.2,Jiangsu
SRR5602174,Young,0.2,Jiangsu
SRR5602174,Young,0.28,Jiangsu
SRR5602174,Young,0.29,Jiangsu
SRR5602174,Young,0.26,Jiangsu
SRR5602174,Young,0.31,Jiangsu
SRR5602174,Young,0.24,Jiangsu
SRR5602174,Young,0.29,Jiangsu
SRR5602174,Young,0.26,Jiangsu
SRR5602174,Young,0.27,Jiangsu
SRR5602174,Young,0.31,Jiangsu
SRR5602174,Young,0.27,Jiangsu
SRR5602174,Young,0.28,Jiangsu
SRR5602175,Senior,0.73,Jiangsu
SRR5602175,Senior,0.62,Jiangsu
SRR5602175,Senior,0.68,Jiangsu
SRR5602175,Senior,0.77,Jiangsu
SRR5602175,Senior,0.72,Jiangsu
SRR5602175,Senior,0.7,Jiangsu
SRR5602175,Senior,0.74,Jiangsu
SRR5602175,Senior,0.8,Jiangsu
SRR5602175,Senior,0.82,Jiangsu
SRR5602175,Young,0.27,Jiangsu
SRR5602175,Young,0.38,Jiangsu
SRR5602175,Young,0.32,Jiangsu
SRR5602175,Young,0.23,Jiangsu
SRR5602175,Young,0.28,Jiangsu
SRR5602175,Young,0.3,Jiangsu
SRR5602175,Young,0.26,Jiangsu
SRR5602175,Young,0.2,Jiangsu
SRR5602175,Young,0.18,Jiangsu
SRR5602176,Senior,0.9,Jiangsu
SRR5602176,Senior,0.87,Jiangsu
SRR5602176,Senior,0.91,Jiangsu
SRR5602176,Senior,0.84,Jiangsu
SRR5602176,Senior,0.85,Jiangsu
SRR5602176,Senior,0.89,Jiangsu
SRR5602176,Senior,0.85,Jiangsu
SRR5602176,Senior,0.88,Jiangsu
SRR5602176,Senior,0.92,Jiangsu
SRR5602176,Senior,0.91,Jiangsu
SRR5602176,Senior,0.83,Jiangsu
SRR5602176,Senior,0.89,Jiangsu
SRR5602176,Senior,0.91,Jiangsu
SRR5602176,Senior,0.88,Jiangsu
SRR5602176,Senior,0.85,Jiangsu
SRR5602176,Senior,0.89,Jiangsu
SRR5602176,Senior,0.88,Jiangsu
SRR5602176,Senior,0.79,Jiangsu
SRR5602176,Senior,0.87,Jiangsu
SRR5602176,Senior,0.87,Jiangsu
SRR5602176,Senior,0.83,Jiangsu
SRR5602176,Senior,0.85,Jiangsu
SRR5602176,Young,0.1,Jiangsu
SRR5602176,Young,0.13,Jiangsu
SRR5602176,Young,0.09,Jiangsu
SRR5602176,Young,0.16,Jiangsu
SRR5602176,Young,0.15,Jiangsu
SRR5602176,Young,0.11,Jiangsu
SRR5602176,Young,0.15,Jiangsu
SRR5602176,Young,0.12,Jiangsu
SRR5602176,Young,0.08,Jiangsu
SRR5602176,Young,0.09,Jiangsu
SRR5602176,Young,0.17,Jiangsu
SRR5602176,Young,0.11,Jiangsu
SRR5602176,Young,0.09,Jiangsu
SRR5602176,Young,0.12,Jiangsu
SRR5602176,Young,0.15,Jiangsu
SRR5602176,Young,0.11,Jiangsu
SRR5602176,Young,0.12,Jiangsu
SRR5602176,Young,0.21,Jiangsu
SRR5602176,Young,0.13,Jiangsu
SRR5602176,Young,0.13,Jiangsu
SRR5602176,Young,0.17,Jiangsu
SRR5602176,Young,0.15,Jiangsu
SRR5602177,Senior,0.74,Jiangsu
SRR5602177,Senior,0.73,Jiangsu
SRR5602177,Senior,0.67,Jiangsu
SRR5602177,Senior,0.8,Jiangsu
SRR5602177,Senior,0.74,Jiangsu
SRR5602177,Senior,0.68,Jiangsu
SRR5602177,Senior,0.71,Jiangsu
SRR5602177,Senior,0.69,Jiangsu
SRR5602177,Senior,0.69,Jiangsu
SRR5602177,Senior,0.54,Jiangsu
SRR5602177,Senior,0.75,Jiangsu
SRR5602177,Senior,0.73,Jiangsu
SRR5602177,Senior,0.74,Jiangsu
SRR5602177,Senior,0.76,Jiangsu
SRR5602177,Senior,0.77,Jiangsu
SRR5602177,Young,0.26,Jiangsu
SRR5602177,Young,0.27,Jiangsu
SRR5602177,Young,0.33,Jiangsu
SRR5602177,Young,0.2,Jiangsu
SRR5602177,Young,0.26,Jiangsu
SRR5602177,Young,0.32,Jiangsu
SRR5602177,Young,0.29,Jiangsu
SRR5602177,Young,0.31,Jiangsu
SRR5602177,Young,0.31,Jiangsu
SRR5602177,Young,0.46,Jiangsu
SRR5602177,Young,0.25,Jiangsu
SRR5602177,Young,0.27,Jiangsu
SRR5602177,Young,0.26,Jiangsu
SRR5602177,Young,0.24,Jiangsu
SRR5602177,Young,0.23,Jiangsu
SRR5602178,Senior,0.61,Jiangsu
SRR5602178,Senior,0.62,Jiangsu
SRR5602178,Senior,0.69,Jiangsu
SRR5602178,Senior,0.57,Jiangsu
SRR5602178,Senior,0.61,Jiangsu
SRR5602178,Senior,0.55,Jiangsu
SRR5602178,Senior,0.52,Jiangsu
SRR5602178,Senior,0.57,Jiangsu
SRR5602178,Senior,0.53,Jiangsu
SRR5602178,Senior,0.64,Jiangsu
SRR5602178,Senior,0.53,Jiangsu
SRR5602178,Senior,0.62,Jiangsu
SRR5602178,Senior,0.62,Jiangsu
SRR5602178,Young,0.39,Jiangsu
SRR5602178,Young,0.38,Jiangsu
SRR5602178,Young,0.31,Jiangsu
SRR5602178,Young,0.43,Jiangsu
SRR5602178,Young,0.39,Jiangsu
SRR5602178,Young,0.45,Jiangsu
SRR5602178,Young,0.48,Jiangsu
SRR5602178,Young,0.43,Jiangsu
SRR5602178,Young,0.47,Jiangsu
SRR5602178,Young,0.36,Jiangsu
SRR5602178,Young,0.47,Jiangsu
SRR5602178,Young,0.38,Jiangsu
SRR5602178,Young,0.38,Jiangsu
SRR5602180,Senior,0.87,Jiangsu
SRR5602180,Senior,0.78,Jiangsu
SRR5602180,Senior,0.87,Jiangsu
SRR5602180,Senior,0.85,Jiangsu
SRR5602180,Senior,0.89,Jiangsu
SRR5602180,Senior,0.73,Jiangsu
SRR5602180,Senior,0.82,Jiangsu
SRR5602180,Senior,0.87,Jiangsu
SRR5602180,Senior,0.86,Jiangsu
SRR5602180,Senior,0.84,Jiangsu
SRR5602180,Senior,0.78,Jiangsu
SRR5602180,Senior,0.77,Jiangsu
SRR5602180,Senior,0.8,Jiangsu
SRR5602180,Young,0.13,Jiangsu
SRR5602180,Young,0.22,Jiangsu
SRR5602180,Young,0.13,Jiangsu
SRR5602180,Young,0.15,Jiangsu
SRR5602180,Young,0.11,Jiangsu
SRR5602180,Young,0.27,Jiangsu
SRR5602180,Young,0.18,Jiangsu
SRR5602180,Young,0.13,Jiangsu
SRR5602180,Young,0.14,Jiangsu
SRR5602180,Young,0.16,Jiangsu
SRR5602180,Young,0.22,Jiangsu
SRR5602180,Young,0.23,Jiangsu
SRR5602180,Young,0.2,Jiangsu
SRR5602181,Senior,0.86,Jiangsu
SRR5602181,Senior,0.85,Jiangsu
SRR5602181,Senior,0.76,Jiangsu
SRR5602181,Senior,0.9,Jiangsu
SRR5602181,Senior,0.82,Jiangsu
SRR5602181,Senior,0.82,Jiangsu
SRR5602181,Senior,0.83,Jiangsu
SRR5602181,Senior,0.7,Jiangsu
SRR5602181,Senior,0.86,Jiangsu
SRR5602181,Senior,0.86,Jiangsu
SRR5602181,Senior,0.86,Jiangsu
SRR5602181,Senior,0.81,Jiangsu
SRR5602181,Senior,0.89,Jiangsu
SRR5602181,Senior,0.83,Jiangsu
SRR5602181,Senior,0.79,Jiangsu
SRR5602181,Senior,0.71,Jiangsu
SRR5602181,Senior,0.87,Jiangsu
SRR5602181,Senior,0.9,Jiangsu
SRR5602181,Senior,0.85,Jiangsu
SRR5602181,Senior,0.83,Jiangsu
SRR5602181,Senior,0.78,Jiangsu
SRR5602181,Senior,0.86,Jiangsu
SRR5602181,Senior,0.78,Jiangsu
SRR5602181,Senior,0.87,Jiangsu
SRR5602181,Senior,0.72,Jiangsu
SRR5602181,Young,0.14,Jiangsu
SRR5602181,Young,0.15,Jiangsu
SRR5602181,Young,0.24,Jiangsu
SRR5602181,Young,0.1,Jiangsu
SRR5602181,Young,0.18,Jiangsu
SRR5602181,Young,0.18,Jiangsu
SRR5602181,Young,0.17,Jiangsu
SRR5602181,Young,0.3,Jiangsu
SRR5602181,Young,0.14,Jiangsu
SRR5602181,Young,0.14,Jiangsu
SRR5602181,Young,0.14,Jiangsu
SRR5602181,Young,0.19,Jiangsu
SRR5602181,Young,0.11,Jiangsu
SRR5602181,Young,0.17,Jiangsu
SRR5602181,Young,0.21,Jiangsu
SRR5602181,Young,0.29,Jiangsu
SRR5602181,Young,0.13,Jiangsu
SRR5602181,Young,0.1,Jiangsu
SRR5602181,Young,0.15,Jiangsu
SRR5602181,Young,0.17,Jiangsu
SRR5602181,Young,0.22,Jiangsu
SRR5602181,Young,0.14,Jiangsu
SRR5602181,Young,0.22,Jiangsu
SRR5602181,Young,0.13,Jiangsu
SRR5602181,Young,0.28,Jiangsu
SRR5602183,Senior,0.66,Jiangsu
SRR5602183,Senior,0.57,Jiangsu
SRR5602183,Senior,0.65,Jiangsu
SRR5602183,Senior,0.64,Jiangsu
SRR5602183,Senior,0.65,Jiangsu
SRR5602183,Senior,0.64,Jiangsu
SRR5602183,Senior,0.72,Jiangsu
SRR5602183,Senior,0.63,Jiangsu
SRR5602183,Senior,0.67,Jiangsu
SRR5602183,Senior,0.61,Jiangsu
SRR5602183,Senior,0.62,Jiangsu
SRR5602183,Senior,0.61,Jiangsu
SRR5602183,Senior,0.6,Jiangsu
SRR5602183,Senior,0.65,Jiangsu
SRR5602183,Senior,0.63,Jiangsu
SRR5602183,Senior,0.51,Jiangsu
SRR5602183,Senior,0.66,Jiangsu
SRR5602183,Senior,0.51,Jiangsu
SRR5602183,Senior,0.53,Jiangsu
SRR5602183,Senior,0.59,Jiangsu
SRR5602183,Senior,0.53,Jiangsu
SRR5602183,Senior,0.58,Jiangsu
SRR5602183,Senior,0.65,Jiangsu
SRR5602183,Senior,0.65,Jiangsu
SRR5602183,Young,0.34,Jiangsu
SRR5602183,Young,0.43,Jiangsu
SRR5602183,Young,0.35,Jiangsu
SRR5602183,Young,0.36,Jiangsu
SRR5602183,Young,0.35,Jiangsu
SRR5602183,Young,0.36,Jiangsu
SRR5602183,Young,0.28,Jiangsu
SRR5602183,Young,0.37,Jiangsu
SRR5602183,Young,0.33,Jiangsu
SRR5602183,Young,0.39,Jiangsu
SRR5602183,Young,0.38,Jiangsu
SRR5602183,Young,0.39,Jiangsu
SRR5602183,Young,0.4,Jiangsu
SRR5602183,Young,0.35,Jiangsu
